Название,Цена,Рейтинг,Количество отзывов,Страна,Гарантия,Операционная система,Потребляемая мощность,Диагональ,Технология,Разрешение экрана,Поддержка HDR,Воспроизведение видео через USB,Smart TV,Управление,Таймер выключения,Часы,Защита от детей,Телетекст,Функция TimeShift,Запись телепередач (PVR),Разъем для модуля DVB CAM (слот CI),Стандарт VESA,Смартфон в качестве пульта ДУ,Пульт ДУ,Технология HDMI ARC,Цифровое шумоподавление,Поддерживаемые цифровые стандарты,Тип звуковой системы,Суммарная мощность,Композитный вход,Аудиовход RCA,Компонентный,Аудиовыход RCA,HDMI,Версия HDMI,Вход для ПК,Коаксиальный аудиовыход,Оптический аудиовыход,Оптический аудиовход,Выход для наушников,USB,Количество разъемов USB,Ethernet (LAN),Bluetooth,Wi-Fi,Вход 3.5 мм аудио,Вход 3.5 мм аудио/видео,Выход 3.5 мм аудио,Выход 3.5 мм аудио/видео,Подставка,Высота с подставкой,Ширина с подставкой,Глубина с подставкой,Высота,Ширина,Глубина,Вес с подставкой,Вес без подставки,Цвет,Формат,Цветовая система,Кол-во встроенных динамиков,Мощность,Вес,Контрастность,Коаксиальный аудиовход,Версия ОС на начало продаж,Яркость,Объем встроенной памяти,Объем оперативной памяти,Частота обновления,Угол обзора по вертикали,Угол обзора по горизонтали,Время отклика,Таймер включения,Любимые каналы,Масштабирование,Тип матрицы,Технологии улучшения изображения,Тип светодиодной подсветки,Объемное звучание,Эквалайзер,Акустическая схема,Гид по программам,Модель процессора,Количество ядер процессора,Производитель процессора,Автоматическая регулировка громкости,eARC,Батарейки для пульта ДУ,Поддерживаемые форматы,NFC,Композитный выход,Родительский контроль,Количество тюнеров,Слот для карт памяти,Динамическая контрастность,Технологии улучшения звука,Подсветка Ambilight,Картинка в картинке (PIP),Встроенный DVD-плеер,Встроенный сабвуфер,Мощность сабвуфера,Прогрессивная развертка,Изменение формата,Регулировка контрастности,Предустановки изображения,Русифицированное меню,Синий экран,Автоматическая настройка,Ручная настройка,Предустановки,SCART,Список программ,Частота процессора,Изогнутый экран
"LED телевизор 32"" LG 32LQ63806LC",19 999 р.,5,7,Россия,1 год,WebOS,53 Вт,"32"" (81.3 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,,,Есть,200x200 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,,,,,2 ,1.4,,,Есть,,,Есть ,1,Есть ,Есть,Есть ,,,,,Есть ,46.4 см,73.6 см,18 см,,,,4.7 кг,,,16:9,,2 ,2х5 Вт,,,,,,,,60 Гц ,,,,,,,,,Direct LED,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" V-HOME 43LF0214",10 999 р.,5,12,Беларусь,1 год,,,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,,,Есть,Есть ,Есть,,Есть,Есть,,200x200 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,Есть,,,3 ,1.3,,,,,Есть,Есть ,2,Есть ,,,,,,,Есть ,63.9 см,104.8 см,10.7 см,,104.8 см,,8.6 кг,,Черный ,16:9,"PAL, SECAM",2 ,16 Вт,6.8 кг,,Есть,,,,,60 Гц ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QNED телевизор 55"" LG 55QNED816QA",74 999 р.,5,16,Индонезия,1 год,WebOS,160 Вт,"55"" (139.7 см) ",,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,,,,,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound Pro,,Есть,,,,4 ,2.1,,,Есть,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,78.1 см,123.3 см,27.1 см,,,,17.9 кг,,,16:9,"PAL, SECAM",2 ,2 Вт,,,,,,,,120 Гц ,,,,,,Есть,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" LG 43UQ76003LD",32 999 р.,5,10,Китай,1 год,WebOS,,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,,Есть,200x200 ,Есть,Есть,Есть,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,,,,,2 ,2.0,,,Есть,,,Есть ,1,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,,2 ,20 Вт,,,,,,,,60 Гц ,,,,,,Есть,,,Direct LED,,,2.0,Есть,,4,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Haier 32 Smart TV S1",15 999 р.,5,16,Россия,1 год,Android TV,57 Вт,"32"" (81.3 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,Есть,,,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,Есть,Есть,,Есть,3 ,1.4,,,Есть,,Есть,Есть ,2,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2 ,2х8 Вт,,4000:1,,11,220 кд/м² ,,,60 Гц ,178 °,178 ° ,6.5 мс,,,Есть,,,,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Samsung QE55Q60BAU",79 999 р.,5,8,Россия,1 год,Tizen,77 Вт,"55"" (139.7 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,,,Есть,,Есть,200x200 ,Есть,Есть,,,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3 ,2.0,,,Есть,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,74.8 см,123.2 см,22.9 см,16.2 кг,,,,"PAL, SECAM",,20 Вт,,,,,,,,60 Гц ,,,,,,Есть,,,,,,,,Quantum Processor 4K/ PQI 3100,,Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" LG 65UQ81009LC",76 999 р.,5,11,Россия,1 год,WebOS,185 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,,,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,,,,,2 ,2.0,,,Есть,,,Есть ,1,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2 ,20 Вт,,,,,,,,60 Гц ,,,,,,Есть,,,Direct LED,,,2.0,Есть,,4,,,Есть,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" Hisense 75A6BG",89 999 р.,5,32,Россия,1 год,VIDAA,180 Вт,"75"" (190.5 см) ",,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,400x300 ,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",DTS Virtual X,,Есть,Есть,,,3 ,2.0,,,,,,Есть ,2,Есть ,Есть,Есть ,,,,,,96.1 см,167.7 см,35.7 см,,,,,,,16:9,"PAL, SECAM",2 ,2x15 Вт,,,,,,,,60 Гц ,,,,,,Есть,,,Direct LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Samsung UE65BU8000U",89 499 р.,5,9,Россия,1 год,Tizen,,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,Есть,,,,,400x300 ,,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3 ,2.0,,,Есть,,,,1,Есть ,,Есть ,,,,,Есть ,,,,83.2 см,145.1 см,25.7 см,,,Черный ,16:9,"PAL, SECAM",,2 x 10 Вт,20.9 кг,,,,,,,60 Гц ,,,,,,Есть,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 50"" LG 50UP7750",38 999 р.,5,12,Китай,1 год,,68 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,,Голосом ,Есть,Есть ,Есть,,Есть,,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Ultra Surround,,,,,,2 ,2.0,,,Есть,,,Есть ,1,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2 ,2x10 Вт,,,,,,,,60 Гц ,,178 ° ,,,,Есть,VA,,Direct LED,Есть,,2.0,,,4,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 58"" Philips 58PUS8507/60",69 999 р.,5,18,Россия,1 год,Android TV,,"58"" (147.3 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Atmos,,,,,,4 ,2.0,,,Есть,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2 ,2х10 Вт,,,,11,,,,60 Гц ,,,,,,Есть,,,,,,,Есть,,,,,,,"MP3, AVI, MKV, MPEG4",,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Philips 50PUS8507/60",59 999 р.,5,15,Россия,1 год,Android TV,,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Atmos,,,,,,4 ,2.0,,,Есть,,Есть,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2 ,2х10 Вт,,,,11,,,,60 Гц ,,,,,,Есть,,,,,,,Есть,,,,,,,"MP3, AVI, MKV, MPEG4",,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Olto 3220R",8 700 р.,5,1,Россия,1 год,,,"32"" (81.3 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,,,Есть,,,Есть ,,Есть,Есть,200x200 ,,Есть,,Есть,"DVB-C, DVB-T2 ",,,Есть,,,,3 ,,,Есть,,,Есть,Есть ,1,,,,,,,,Есть ,46.6 см,72.7 см,18.8 см,42.6 см,72.7 см,8.3 см,,,,16:9,"NTSC, PAL, SECAM",2 ,20 Вт,,,,,180 кд/м² ,,,50 Гц ,178 °,178 ° ,8 мс,,,,,,,,,,,,,,,,,,,,,1 ,,60 000:1,,,,,,,,,,,Есть,,,,,Есть,,,
"LED телевизор 43"" Harper 43F660TS",18 390 р.,5,3,Россия,1 год,Android TV,,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,Есть ,,Есть,,,Есть ,Есть,Есть,,,,,,Есть,"DVB-C, DVB-T, DVB-T2 ",Стерео,,Есть,,Есть,,3 ,,Есть,,,,Есть,,,,,,,,,,,,,,,,,,,,16:9,"NTSC, PAL, SECAM",2 ,20 Вт,,,,Android 4,250 кд/м² ,4 ГБ,,50 Гц ,178 °,178 ° ,6.5 мс,,,,,,Direct LED,Есть,Есть,,Есть,Cortex A7,,,,,,,,,,,,90000:1,,,,,,,,Есть,,Есть,,,,,,,,1.5 ГГц,
"Ultra HD (4K) LED телевизор 65"" Samsung UE65AU7100UXCE",69 999 р.,5,3,Россия,1 год,Tizen,116 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,Есть ,Есть,,Есть,Есть,Есть,400x300 ,Есть,,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,,,,3 ,2.0,,,Есть,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,90.7 см,,,,,,16:9,"PAL, SECAM",,20 Вт,,,,,,,,60 Гц ,,,,,,Есть,,UHD Processor 4K 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" LG NanoCell 55NANO769QA",55 999 р.,5,12,Россия,1 год,WebOS,160 Вт,"55"" (139.7 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,,,Есть,300x300 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound Pro,,,,,,3 ,2.0,,,Есть,,,Есть ,2,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,"PAL, SECAM",2 ,20 Вт,,,,,,,,60 Гц ,,,,,,Есть,,,,,,,,,,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG 50UQ90006LD",46 999 р.,5,9,Россия,1 год,WebOS,130 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound Pro,,,,,,3 ,,,,Есть,,,Есть ,2,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,"PAL, SECAM",2 ,20 Вт,,,,,,,,60 Гц ,,,,,,Есть,,,Direct LED,,,2.0,,α5 Gen5,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,Есть,,
"Ultra HD (4K) LED телевизор 55"" LG 55UQ81009LC",49 999 р.,5,10,Индонезия,1 год,WebOS,130 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",AI Sound,,,,,,2 ,,,,Есть,,,Есть ,1,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,"PAL, SECAM",2 ,20 Вт,,,,,,,,60 Гц ,,,,,,Есть,,,Direct LED,,,2.0,,α5 Gen5,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,Есть,,Есть 
