Название,Время отклика,Порты USB 3.1 (Type-C),Графический,Тип матрицы,Веб-камера,Диагональ экрана,Гарантия,Рейтинг,Порты USB 3.0 (Type-C),Количество ядер,Процессор,Количество отзывов,Подсветка клавиш,Выходная мощность адаптера питания,Емкость,Сенсорный,Максимальное число потоков,Соотношение сторон,Тип вилки,Яркость,Количество ячеек,Частота обновления,Операционная система,Объем оперативной памяти,Вес,Цена,Для геймеров,Количество высокопроизводительных ядер,Порты USB 3.2 (Type-C),Количество слотов оперативной
ноутбук lenovo ideapad 1 14ada05 (82gw008ark),0.0,0.0,77,2,1,6,12,0.0,0.0,2.0,108,0.0,0.0,0,35.0,0.0,4.0,2,0,0.0,0.0,0.0,10,4.0,1.4,28990,0.0,0.0,0.0,0.0
ноутбук irbis 15nbc1014,0.0,0.0,91,2,1,13,12,0.0,1.0,4.0,22,0.0,1.0,0,5000.0,0.0,0.0,0,0,0.0,0.0,60.0,9,8.0,1.57,28999,0.0,0.0,0.0,0.0
ноутбук lenovo ideapad 3 15iil05 (81we007grk),0.0,0.0,64,2,1,13,12,0.0,0.0,4.0,52,0.0,1.0,0,4530.0,0.0,0.0,0,0,0.0,0.0,60.0,10,4.0,1.7,40990,0.0,0.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb space gray (mqkp3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb silver (mqkr3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb starlight (mqku3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук acer swift x (sfx14-51g-75lj),0.0,0.0,26,2,1,6,12,0.0,0.0,12.0,91,0.0,1.0,0,59.0,0.0,16.0,0,4,300.0,0.0,60.0,9,16.0,1.4,142990,0.0,0.0,2.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb midnight (mqkw3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb space gray (mqkp3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb silver (mqkr3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb space gray (mqkp3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb silver (mqkr3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb midnight (mqkw3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb starlight (mqku3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb space gray (mqkp3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb starlight (mqku3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8-core cpu/10-core gpu/8/256gb silver (mqkr3),0.0,0.0,74,2,1,11,12,0.0,0.0,8.0,7,0.0,1.0,0,66.5,0.0,0.0,0,0,500.0,0.0,60.0,7,8.0,1.51,189690,0.0,10.0,0.0,0.0
ноутбук acer swift 5 (sf514-56t-51k3),0.0,0.0,72,2,1,6,12,0.0,0.0,12.0,61,0.0,1.0,0,0.0,1.0,0.0,0,4,0.0,0.0,60.0,9,16.0,1.2,125990,0.0,0.0,2.0,0.0
ноутбук acer swift 1 sf114-34-p35z (nx.a9uer.001),0.0,0.0,64,2,1,6,12,0.0,0.0,4.0,114,0.0,1.0,0,0.0,0.0,0.0,0,4,0.0,0.0,60.0,10,8.0,1.3,47990,0.0,0.0,2.0,0.0
ноутбук acer aspire 5 a517-53-56vy (nx.k62er.008),0.0,0.0,62,2,1,18,12,0.0,0.0,10.0,60,0.0,1.0,0,50.0,0.0,12.0,2,4,250.0,0.0,60.0,10,16.0,0.0,89990,0.0,0.0,1.0,2.0
ноутбук acer aspire 3 a315-59-5488 (nx.kbcer.003),0.0,0.0,62,2,1,13,12,0.0,0.0,10.0,60,0.0,0.0,0,43.0,0.0,12.0,2,4,250.0,0.0,60.0,10,8.0,1.78,52990,0.0,0.0,0.0,0.0
ноутбук acer aspire 7 a715-43g-r5ks (nh.qhder.009),0.0,0.0,25,2,1,13,12,0.0,0.0,6.0,128,0.0,1.0,0,50.0,0.0,12.0,0,4,250.0,0.0,144.0,9,8.0,0.0,74990,0.0,0.0,1.0,2.0
ноутбук acer predator helios 300 ph317-56-99ee (nh.qgfcn.002),0.0,0.0,34,2,1,18,12,0.0,0.0,14.0,101,0.0,1.0,0,0.0,0.0,20.0,0,4,0.0,0.0,165.0,9,16.0,2.9,205990,1.0,0.0,1.0,2.0
ноутбук acer aspire 3 a315-59-534t (nx.k6ver.004),0.0,0.0,62,2,1,13,12,0.0,0.0,10.0,60,0.0,0.0,0,43.0,0.0,12.0,2,4,250.0,0.0,60.0,10,8.0,1.78,52990,0.0,0.0,0.0,0.0
ноутбук acer aspire 3 a315-59-34c8 (nx.k6ver.002),0.0,0.0,64,2,1,13,12,0.0,0.0,6.0,32,0.0,0.0,0,43.0,0.0,8.0,2,4,250.0,0.0,60.0,10,8.0,1.78,45990,0.0,0.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/256gb starlight (mqku3),0.0,0.0,74,5,1,11,12,0.0,0.0,8.0,7,0.0,0.0,0,66.5,0.0,0.0,0,0,500.0,0.0,0.0,7,8.0,1.51,185990,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/256gb midnight (mqkw3),0.0,0.0,74,5,1,11,12,0.0,0.0,8.0,7,0.0,0.0,0,66.5,0.0,0.0,0,0,500.0,0.0,0.0,7,8.0,1.51,185990,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/256gb space gray (mqkp3),0.0,0.0,74,5,1,11,12,0.0,0.0,8.0,7,0.0,0.0,0,66.5,0.0,0.0,0,0,500.0,0.0,0.0,7,8.0,1.51,185990,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/256gb silver (mqkr3),0.0,0.0,74,5,1,11,12,0.0,0.0,8.0,7,0.0,0.0,0,66.5,0.0,0.0,0,0,500.0,0.0,0.0,7,8.0,1.51,185990,0.0,10.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/512gb space gray (mqkp3),0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,204990,0.0,0.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/256gb midnight (mqkw3),0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,189790,0.0,0.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/256gb space gray (mqkp3),0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,189790,0.0,0.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/256gb silver (mqkr3),0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,189790,0.0,0.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/512gb space gray (mqkp3),0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,209190,0.0,0.0,0.0,0.0
игровой ноутбук acer nitro 5 an515-57-70g8 (nh.qeler.005),0.0,0.0,25,2,1,13,12,0.0,1.0,8.0,88,0.0,0.0,0,57.0,0.0,16.0,2,4,250.0,0.0,144.0,10,8.0,0.0,76490,1.0,0.0,1.0,2.0
игровой ноутбук acer nitro 5 an515-57-70g8 (nh.qeler.005),0.0,0.0,25,2,1,13,12,0.0,1.0,8.0,88,0.0,0.0,0,57.0,0.0,16.0,2,4,250.0,0.0,144.0,10,8.0,0.0,74990,1.0,0.0,1.0,2.0
ноутбук apple macbook air 15 m2 8/256gb starlight (mqku3),0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,185990,0.0,0.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/512gb space gray (mqkp3),0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,204990,0.0,0.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/256gb silver (mqkr3),0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,184990,0.0,0.0,0.0,0.0
ноутбук apple macbook air 15 m2 8/256gb space gray (mqkp3),0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,185990,0.0,0.0,0.0,0.0
ноутбук lenovo ideapad slim 9 14itl5 (82d2000qus),0.0,0.0,72,2,1,6,12,0.0,0.0,4.0,89,0.0,1.0,0,0.0,1.0,8.0,0,0,0.0,0.0,0.0,9,16.0,1.2,126999,0.0,0.0,0.0,0.0
игровой ноутбук lyambda llt156p01belp_bk,0.0,0.0,52,2,1,13,12,5.0,1.0,12.0,63,0.0,1.0,0,0.0,0.0,16.0,0,0,0.0,0.0,60.0,10,8.0,2.17,59999,1.0,0.0,1.0,2.0
ноутбук lenovo thinkpad x1 carbon gen 10 (21cb002tue),0.0,0.0,72,2,1,6,12,5.0,0.0,10.0,108,0.0,1.0,0,57.0,0.0,12.0,0,0,0.0,0.0,0.0,9,16.0,1.12,250499,0.0,0.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/256gb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,156999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 24/256gb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,193999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 8/512gb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,199999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/512gb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,193999,0.0,8.0,0.0,0.0
ноутбук apple macbook pro 14 m2 pro 12 core/19 core/16gb/1tb space gray (mphf3),0.0,0.0,15,5,1,8,12,0.0,0.0,12.0,9,0.0,1.0,0,70.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,1.6,279999,0.0,19.0,0.0,0.0
ноутбук apple macbook pro 16 m2 pro 12 core/19 core/16gb/512gb silver (mnwc3),0.0,0.0,15,5,1,16,12,5.0,0.0,12.0,9,0.0,1.0,0,100.0,0.0,0.0,0,0,1000.0,0.0,120.0,7,16.0,2.15,259999,0.0,19.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 8/1tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,193999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 24/1tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,241999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 8/2tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,241999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/2tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,265999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 24/2tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,289999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/256gb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,182999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 24/256gb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,206999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 8/512gb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,182999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/512gb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,206999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 24/512gb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,231999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/1tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,231999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 24/1tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,254999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 8/2tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,254999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/2tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,279999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 24/2tb space gray,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,311999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/256gb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,169999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 24/256gb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,193999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 8/512gb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,169999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/512gb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,193999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 8/1tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,193999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/1tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,218999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 24/1tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,241999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 8/2tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,241999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/2tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,265999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 24/2tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,289999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 8/256gb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,211999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/256gb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,182999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 24/256gb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,206999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/512gb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,206999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 24/512gb silver,0.0,0.0,74,5,0,0,12,0.0,0.0,0.0,108,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,231999,0.0,0.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 8/1tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,206999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/1tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,277999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 24/1tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,254999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 8/2tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,254999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/2tb silver,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,279999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/256gb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,177999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 8/512gb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,169999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/512gb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,177999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 24/512gb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,218999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/1tb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,218999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 24/1tb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,241999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 8/2tb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,241999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 16/2tb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,265999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 8-core 24/2tb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,8.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,289999,0.0,8.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/256gb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,182999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 24/256gb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,206999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 8/512gb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,8.0,1.24,182999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 16/512gb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,16.0,1.24,206999,0.0,10.0,0.0,0.0
ноутбук apple macbook air 13 m2 10-core 24/512gb starlight,0.0,0.0,14,2,1,5,12,0.0,0.0,10.0,7,0.0,1.0,0,0.0,0.0,0.0,0,1,500.0,0.0,0.0,7,24.0,1.24,231999,0.0,10.0,0.0,0.0
