Название,Цена,Рейтинг,Количество отзывов,Страна,Гарантия,Операционная система,Потребляемая мощность,Диагональ,Технология,Разрешение экрана,Поддержка HDR,Воспроизведение видео через USB,Smart TV,Управление,Таймер выключения,Часы,Защита от детей,Телетекст,Функция TimeShift,Запись телепередач (PVR),Разъем для модуля DVB CAM (слот CI),Стандарт VESA,Смартфон в качестве пульта ДУ,Пульт ДУ,Технология HDMI ARC,Цифровое шумоподавление,Поддерживаемые цифровые стандарты,Тип звуковой системы,Суммарная мощность,Композитный вход,Аудиовход RCA,Компонентный,Аудиовыход RCA,HDMI,Версия HDMI,Вход для ПК,Коаксиальный аудиовыход,Оптический аудиовыход,Оптический аудиовход,Выход для наушников,USB,Количество разъемов USB,Ethernet (LAN),Bluetooth,Wi-Fi,Вход 3.5 мм аудио,Вход 3.5 мм аудио/видео,Выход 3.5 мм аудио,Выход 3.5 мм аудио/видео,Подставка,Высота с подставкой,Ширина с подставкой,Глубина с подставкой,Высота,Ширина,Глубина,Вес с подставкой,Вес без подставки,Цвет,Формат,Цветовая система,Кол-во встроенных динамиков,Мощность,Вес,Тип светодиодной подсветки,Частота обновления,Таймер включения,eARC,Поддерживаемые форматы,Объем встроенной памяти,Акустическая схема,Батарейки для пульта ДУ,Количество ядер процессора,Объемное звучание,Тип матрицы,Угол обзора по вертикали,Угол обзора по горизонтали,Русифицированное меню,Гид по программам,Родительский контроль,Масштабирование,Модель процессора,Яркость,Динамическая контрастность,Время отклика,Количество тюнеров,Чтение карт памяти,Контрастность,Объем оперативной памяти,VGA (D-Sub),Коаксиальный аудиовход,Версия ОС на начало продаж,Любимые каналы,Технологии улучшения изображения,Эквалайзер,Производитель процессора,Автоматическая регулировка громкости,NFC,Композитный выход,Слот для карт памяти,Технологии улучшения звука,Картинка в картинке (PIP),Встроенный DVD-плеер,Встроенный сабвуфер,Мощность сабвуфера,Подсветка Ambilight,Изогнутый экран,Прогрессивная развертка,Изменение формата,Регулировка контрастности,Предустановки изображения,Автоматическая настройка,SCART,Гребенчатый фильтр,Частота процессора,Список программ,Антибликовое покрытие,Дополнительная информация,Поддержка 3D,Количество каналов,Ручная настройка,Встроенное радио
"Ultra HD (4K) LED телевизор 55"" Sony KD-55X80J",64 990 р.,0.0,0.0,Малайзия,1 год,Android TV,122 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,300x300 ,,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,20 Вт,Есть,,,,4.0,,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,Есть,Есть,,16 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) ОLED телевизор 55"" LG OLED55C3RLA",224 990 р.,0.0,0.0,Казахстан,1 год,WebOS,329 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,,,,Есть,Есть,300x200 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,Есть,,,,4.0,2.1,,,Есть,,Есть,Есть ,3.0,Есть ,Есть,Есть ,,,,,Есть ,75 см,122 см,,,,,,,,16:9,,2.0,,,,120 Гц ,,,,,,Есть,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Sony KD-65X80K",109 990 р.,0.0,0.0,Малайзия,1 год,Android TV,135 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,200x300 ,Есть,,Есть,Есть,"DVB-T, DVB-T2 ","Dolby Audio, Dolby Atmos",,,,,,4.0,,,,,,,Есть ,2.0,Есть ,Есть,Есть ,1.0,,,,,,,,,,,,,,16:9,,2.0,20 Вт,,Direct LED,60 Гц ,,Есть,"AVI, MKV, WMA",16 ГБ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG 50UR78006LK",49 990 р.,0.0,0.0,Польша,1 год,WebOS,125 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,,2.0,2х10 Вт,,Direct LED,60 Гц ,,Есть,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG 50UR81006LJ",54 990 р.,0.0,0.0,Польша,1 год,WebOS,120 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,,,,,,3.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,,Есть,,,,,,,IPS,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QNED телевизор 50"" LG 50QNED816QA",74 290 р.,0.0,0.0,Польша,1 год,WebOS,109 Вт,"50"" (127 см) ",QNED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,20 Вт,Есть,,,,4.0,2.1,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Edge LED,120 Гц ,,Есть,,,2.0,,4.0,Есть,VA,,,Есть,Есть,Есть,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG NanoCell 50NANO826QB",57 690 р.,0.0,0.0,Польша,1 год,WebOS,105 Вт,"50"" (127 см) ",NanoCell ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,200x200 ,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,4.0,2.0,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,71.8 см,112 см,27.1 см,65.3 см,,,,,,16:9,,2.0,2х10 Вт,,Edge LED,60 Гц ,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" LG 50UR81009LK",54 990 р.,0.0,0.0,Польша,1 год,WebOS,120 Вт,"50"" (127 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital,20 Вт,,,,,3.0,2.1,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,70.3 см,112.1 см,24.9 см,65.1 см,112.1 см,,,,,16:9,,2.0,2х10 Вт,,Direct LED,60 Гц ,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" Supra STV-LC43LT0045F",19 990 р.,0.0,0.0,Беларусь,1 год,,75 Вт,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,,Есть ,,,Есть,,,Есть ,,,Есть,200x200 ,,Есть,,Есть,"DVB-C, DVB-T, DVB-T2 ",Стерео,,,,,,3.0,,,Есть,Есть,,Есть,Есть ,2.0,Есть ,,,1.0,,1.0,,Есть ,62.2 см,96.8 см,22.4 см,,,,,,,16:9,"PAL, SECAM",,2х10 Вт,,,60 Гц ,,,,,,,,,,178 °,178 ° ,,,,,,260 кд/м² ,,7 мс,,"SD, SDHC, SDXC",120000:1,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Xiaomi TV A2 55",48 990 р.,0.0,0.0,Китай,1 год,Android TV,140 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,,,,,Есть,,Есть,,"DVB-C, DVB-S2, DVB-T2 ",Dolby Audio,,Есть,Есть,,,3.0,2.0,,,,,Есть,Есть ,2.0,Есть ,,,,,,,,,,,,,,,,,16:9,,2.0,2х12 Вт,,Direct LED,60 Гц ,,,,16 ГБ,2.0,,4.0,,VA,178 °,178 ° ,,,,Есть,Quad A55,,,,,,,2 ГБ,,,,,UHD 4K,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" LG 55UR78001LJ",61 990 р.,0.0,0.0,Польша,1 год,WebOS,120 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,,Есть,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" LG 55UR81006LJ",71 990 р.,0.0,0.0,Польша,1 год,WebOS,120 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,300x300 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Direct LED,60 Гц ,,Есть,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" LG 55UR81009LK",71 990 р.,0.0,0.0,Польша,1 год,WebOS,120 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,Есть,,Есть,Есть,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,78.7 см,,,,,,,,,16:9,,2.0,2х10 Вт,,Direct LED,60 Гц ,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QNED телевизор 55"" LG 55QNED816RA",109 990 р.,0.0,0.0,Польша,1 год,WebOS,125 Вт,"55"" (139.7 см) ",QNED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,Есть,,,,3.0,2.1,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,Edge LED,120 Гц ,,,,,2.0,,4.0,,,178 °,178 ° ,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 55"" Xiaomi Mi TV Q2 55 Qled",67 390 р.,0.0,0.0,Китай,1 год,Android TV,120 Вт,"55"" (139.7 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,200x200 ,Есть,Есть,,,"DVB-C, DVB-S2, DVB-T2 ",Стерео,,,Есть,,,2.0,2.1,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,,,2х15 Вт,,,60 Гц ,,,,16 ГБ,,,,,,178 °,178 ° ,,,,,,,,,,,,2 ГБ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" topdevice Ultra Special Smart TV WildRed (TDTV55BS05U_BK)",24 690 р.,0.0,0.0,Россия,1 год,Android TV,110 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,,Есть,,200x200 ,,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Audio,,,Есть,,,3.0,,,,Есть,,,Есть ,2.0,Есть ,,Есть ,,,,,,,,,,,,,,,16:9,,,2х10 Вт,,,60 Гц ,,,,8 ГБ,,,,,VA,178 °,178 ° ,,,,,,250 кд/м² ,,8 мс,,,5000:1,1.5 ГБ,,,Android 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (8K) LED телевизор 75"" Sony XR-75Z9K",990 190 р.,0.0,0.0,Словакия,1 год,Android TV,,"75"" (190.5 см) ",OLED ,7680x4320 Пикс (8K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,,,Есть,400x400 ,Есть,,,,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Audio,65 Вт,,,,,4.0,2.1,,,,,,Есть ,3.0,Есть ,Есть,Есть ,,,,,Есть ,100 см,167 см,39 см,97 см,167 см,,,,,16:9,,,,,Mini LED,120 Гц ,Есть,,,16 ГБ,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,,,,,,,,,,,,,
"LED телевизор 32"" Samsung UE32T5300AUXRU",23 990 р.,0.0,0.0,Россия,1 год,Tizen,80 Вт,"32"" (81.3 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,,,,Есть,100x100 ,,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",,,Есть,,Есть,,2.0,2.0,,,Есть,,,Есть ,1.0,Есть ,,Есть ,,,,,Есть ,46.54 см,73.74 см,15.05 см,43.8 см,,,,,,16:9,"PAL, SECAM",2.0,2х5 Вт,,,60 Гц ,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,Hyper Real 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" Maunfeld MQT75USD03",108 190 р.,5.0,4.0,Беларусь,1 год,Android TV,175 Вт,"75"" (190.5 см) ",QLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,Есть,Есть,Есть,3.0,2.1,,Есть,Есть,,Есть,Есть ,2.0,,,,,,,,,,,,,,,,,,16:9,,,2х8 Вт,,Direct LED,60 Гц ,,,,,,,,Есть,IPS,170 °,170 ° ,,,,,,400 кд/м² ,,6.5 мс,,,5000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (8K) OLED телевизор 88"" LG OLED88Z29LA",2 799 990 р.,0.0,0.0,Польша,1 год,WebOS,495 Вт,"88"" (223.5 см) ",OLED ,7680x4320 Пикс (8K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,,Есть,Есть,,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",Dolby Atmos,80 Вт,,,,,4.0,2.1,,,,,,Есть ,3.0,Есть ,Есть,Есть ,,,,,Есть ,146 см,196 см,28 см,112 см,196 см,,,,,16:9,,,,,,120 Гц ,,,,,4.2,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Есть ,40 Вт,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 97"" LG OLED97G2",3 499 990 р.,0.0,0.0,Польша,1 год,WebOS,230 Вт,,OLED ,3840x2160 Пикс (4K Ultra HD) ,,Есть ,Есть ,Голосом ,Есть,,Есть,,,Есть,Есть,600x400 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-C2, DVB-S2, DVB-T2 ",,60 Вт,,,,,4.0,2.1,,,,,,Есть ,3.0,Есть ,Есть,Есть ,,,,,Есть ,163 см,215 см,58 см,122 см,215 см,3 см,63 кг,,,16:9,,,,,,120 Гц ,,,,,,,,,,178 °,178 ° ,,,,,,,,1 мс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" LG 65UR81006LJ",89 990 р.,0.0,0.0,Польша,1 год,WebOS,152 Вт,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,Есть,Есть,300x300 ,Есть,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",,20 Вт,,,,,3.0,2.1,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,,2.0,,,Direct LED,60 Гц ,,,,,,Есть,,,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 86"" Xiaomi Redmi Max 86",199 990 р.,0.0,0.0,Китай,1 год,Android TV,450 Вт,"86"" (218.4 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,,,Есть,600x400 ,Есть,Есть,,,"DVB-C, DVB-S2, DVB-T2 ",Dolby Atmos,30 Вт,,,,,3.0,2.1,,,,,,Есть ,2.0,Есть ,Есть,Есть ,1.0,,,,Есть ,118.19 см,192.4 см,44.14 см,110.21 см,192.4 см,9.13 см,44.5 кг,,,16:9,,,,,,120 Гц ,,,,,,,,,,178 °,178 ° ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) QLED телевизор 50"" Haier 50 Smart TV AX Pro",48 990 р.,0.0,0.0,Китай,1 год,Android TV,160 Вт,"50"" (127 см) ",HQLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,,Есть,,Есть,,Есть,,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Atmos,,Есть,,,,4.0,2.1,,,Есть,,,Есть ,2.0,Есть ,Есть,Есть ,1.0,,,,,,,,,,,,,,16:9,"PAL, SECAM",,30 Вт,,,60 Гц ,Есть,,,,,,,Есть,,178 °,178 ° ,,,Есть,,,320 кд/м² ,,8 мс,,,5000:1,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 24"" Thomson T24RTL6010",11 990 р.,0.0,0.0,Россия,1 год,Android TV,40 Вт,"24"" (61 см) ",LED ,1366x768 Пикс (HD-Ready) ,,Есть ,Есть ,,Есть,,,Есть ,Есть,,,200x100 ,,,,Есть,"DVB-C, DVB-T, DVB-T2 ",Стерео,,,,,,2.0,1.4,,,,,Есть,Есть ,2.0,Есть ,,Есть ,,,,,Есть ,36.5 см,55.1 см,13.4 см,33.1 см,55.1 см,8.1 см,,,,16:9,,,2х8 Вт,2.7 кг,,100 Гц ,,,,,,,,,,178 °,178 ° ,,,,,,210 кд/м² ,,6.5 мс,,,3000:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" Samsung UE43T5202AUXRU",30 990 р.,0.0,0.0,Россия,1 год,Tizen,90 Вт,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,,,,Есть,200x200 ,,Есть,Есть,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Digital Plus,,,Есть,Есть,,2.0,2.0,,,Есть,,,Есть ,1.0,Есть ,,Есть ,,,,,Есть ,59.06 см,96.74 см,15.98 см,,,,,,,16:9,"PAL, SECAM",,2х10 Вт,,,50 Гц ,,,,,2.0,,,,,,,,,,,Hyper Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 43"" Philips 43PUS8057/60",33 990 р.,0.0,0.0,Россия,1 год,Android TV,62 Вт,"43"" (109.2 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,,,,,4.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,,,,,,,,,,,,,,,,,16:9,"PAL, SECAM",2.0,2х10 Вт,,,60 Гц ,,,"MP3, AVI, MKV, MPEG4",16 ГБ,,,4.0,,,,,,Есть,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 55"" Philips 55PUS7406/60",39 990 р.,0.0,0.0,Россия,1 год,Android TV,95 Вт,"55"" (139.7 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,,Есть,,Есть,Есть ,,,Есть,100x200 ,,Есть,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Vision + Dolby Atmos,,,,,,4.0,2.0,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,"PAL, SECAM",,2х10 Вт,,,60 Гц ,,,,,,Есть,4.0,,,,,,Есть,,,Pixel Precise Ultra HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 85"" Sony XR-85X95K",570 990 р.,0.0,0.0,Словакия,1 год,Android TV,296 Вт,"85"" (215.9 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,,,Есть,,,Есть,"DVB-C, DVB-S2, DVB-T2 ",Dolby Audio,60 Вт,,,,,4.0,,,,Есть,,Есть,Есть ,3.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,,100 Гц ,Есть,,,16 ГБ,,,,Есть,,,,,,,Есть,Cognitive Processor XR,,,,,,,,,,,,,,,,,Есть,,,,,Есть ,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 50"" Sony KD-50X81J",89 590 р.,0.0,0.0,Малайзия,1 год,Android TV,97 Вт,"50"" (127 см) ",Triluminos ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,20 Вт,Есть,,,,4.0,2.1,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,,2.0,2х10 Вт,,Direct LED,50 Гц ,Есть,,,16 ГБ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 24"" Vekta LD-24TR4350BT",7 190 р.,0.0,0.0,Россия,1 год,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LED телевизор 43"" Vekta LD-43SF4815BS",15 890 р.,0.0,0.0,Россия,1 год,"Яндекс.ТВ, Android TV",,"43"" (109.2 см) ",LED ,1920x1080 Пикс (Full HD) ,Есть ,Есть ,Есть ,Голосом ,,,Есть,Есть ,,,,200x100 ,,Есть,Есть,,"DVB-C, DVB-T, DVB-S2, DVB-T2 ",NICAM стерео,,Есть,,Есть,,2.0,,,Есть,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,,2.0,20 Вт,,,60 Гц ,,,"AVI, MKV, JPEG",8 ГБ,,,,,,178 °,178 ° ,,,,,,260 кд/м² ,,,,,1200:1,1 ГБ,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 75"" Sony XR-75X90K",264 490 р.,0.0,0.0,Словакия,1 год,Android TV,70 Вт,"75"" (190.5 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,Есть,300x300 ,Есть,,,Есть,"DVB-C, DVB-T, DVB-T2 ",Dolby Audio,30 Вт,,,Есть,,4.0,,,,Есть,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,Есть ,,,,,,,,,,16:9,,,,,,120 Гц ,Есть,,,,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) LED телевизор 65"" Sony XR-65X95K",312 190 р.,0.0,0.0,Словакия,1 год,Android TV,,"65"" (165.1 см) ",LED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,,Есть,Есть ,Есть,Есть,Есть,300x300 ,Есть,Есть,,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",,60 Вт,,,,,4.0,,,,,,Есть,Есть ,2.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,Mini LED,120 Гц ,Есть,,,16 ГБ,,,,,,178 °,178 ° ,,,,,,,,,,,,,,,,,,,,,,Есть,,,,,Есть ,,,,,,,,,,,,,,,,,,
"Ultra HD (4K) OLED телевизор 65"" Sony XR-65A90J",327 690 р.,0.0,0.0,Словакия,1 год,Android TV,151 Вт,"65"" (165.1 см) ",OLED ,3840x2160 Пикс (4K Ultra HD) ,Есть ,Есть ,Есть ,Голосом ,Есть,Есть ,Есть,Есть ,Есть,Есть,,,Есть,,Есть,Есть,"DVB-C, DVB-S, DVB-T, DVB-S2, DVB-T2 ",Dolby Audio,60 Вт,,Есть,,,4.0,2.1,,,Есть,,Есть,Есть ,3.0,Есть ,Есть,Есть ,,,,,,,,,,,,,,,16:9,"PAL, SECAM",,,,,120 Гц ,Есть,,,16 ГБ,,,,,,,,,,,Есть,,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,,,,,,,,,,,,,
